airport	count
Lądowisko Tarnów	1
Grass Roots STOLport	3
Newnham Airstrip	1
Rancho San Simeon Airport	1
Hobby Hill STOLport	1
Firule Heliport	3
Yeamans Fox Nest Airport	2
Pherigo Airport	1
Orange City Municipal Airport	2
Discovery Helipad	1
Avery Ranch Airstrip	2
Trivandrum International Airport	1
Hot Springs Co Thermopolis Municipal Airport	1
Thunderbird Heliport	1
Prattville - Grouby Field	2
Oconee Nuclear Station Helipad	1
Frankfurt am Main Accident Hospital Ground Helipad	1
Lower Withial Fram Airstrip	2
Oakland Troy Airport	1
Ottawa Executive Airport	2
Bellary Airport	1
D.W. Heliport	3
Mainz ZDF-Complex Helipad	2
Lausanne-Blécherette Airport	1
St Charles Airport	3
Coleman Green Airstrip	2
Field of Dreams Ultralightport	1
Ganado Airport	1
Thomson Airfield	1
Robert L. Bradshaw International Airport	1
Lee's Summit Heliport	2
D.P. El Vapor Heliport	1
Kalabahi Airport	1
Vining Airport	1
Tgp-249 Heliport	1
Lesterson-Dempsey Airstrip	3
Roth Airport	2
Crosswind Airfield	1
Beaver Creek Ultralightport	1
Tautz Airport	1
Amara New Air Base	1
Ponta Pelada Airport	1
Mulholland Airport	1
Kadena Air Base	1
De Motte Airport	1
Wesley Chapel Medical Center Heliport	6
Cary Fire Dept Heliport	4
Verizon - CDC II Heliport	1
Paradise Air Park	1
Androscoggin Valley Hospital Helipad	2
Fayette Regional Air Center Airport	1
Wyevale (Boker Field) Airport	1
Erickson Airport	2
Stoiber Airport	1
South Fulton Medical Center Heliport	1
Haderslev Airport	1
Waverly Municipal Airport	1
Baraga Airport	1
Havelka Haven Airport	1
English Heliport	1
Melfort Airport	1
Holly Ridge/Topsail Island Airport	1
Heeg Airport	1
Tiverton Seaplane Base	2
Rangeley Lake Seaplane Base	2
Springerville Municipal Airport	3
Wayne Delp Airport	3
Klinikum am Plattenwald Helipad	1
Peasley Field	2
Liberty County Airport	2
Huntingdon Airport	1
Chengdu Air Base	1
Neosho Hugh Robinson Airport	1
Commerce Bank Heliport	1
Campo di Volo Zagavia	1
Card Airfield	1
Huian Air Base	1
Johnson Lake Airport	1
Gibraltar Airport	2
Bohannan Airport	1
Mount Sterling Montgomery County Airport	3
Star Heliport	3
Montreal / Aéroparc Île Perrot	1
Carilion Roanoke Memorial Hospital Heliport	2
Yav'pe Ma'ta Airport	2
Georgia Mountain Heliport	3
The Jewish Hospital Heliport	2
Greenville Seaplane Base	1
St Luke Hospital Heliport	1
Spanish Springs Airport	1
Eastern Slopes Regional Airport	3
Caçador Airport	1
Aachen-Merzbrück Airport	2
Irvine Airport	2
Uniontown Hospital Heliport	3
Ktts Heliport	1
Perry Memorial Hospital Heliport	1
Big Canoe Heliport	1
Aylmer Airport	1
Lisbon Airfield	4
Clover Valley Airport	1
Parking Lot Heliport	1
Brecht Strip	1
Bernie's Airport	1
Lometa Air Strip	1
Carnone Airstrip	2
Waukon Municipal Airport	2
Hobby Field	1
Fort Lee Heliport	1
Mc Nary Dam Heliport	2
Chaparral Airport	1
Brandywine Hospital Heliport	1
Balzers Heliport	1
Kastler Compressor Station Airport	3
Mars Hill Airport	1
Der Schwarzwald Airport	1
Gilmore Airport	1
Strawberry Acres Airport	1
Bantry Aerodrome	1
Emergency Medical Heliport	1
Waite Field Airport	2
Vaucluse Farm Heliport	2
Roy Burden Restricted Landing Area	1
RAF Maghaberry	2
Franklin Square Hospital Center Heliport	1
Morrison Heliport	1
Fabick Five Heliport	1
Pasport Airport	1
Willow Island Airpark	1
Robco Airport	1
Pinebloom Plantation Airport	1
Julesburg Municipal Airport	1
Dawson Creek (Flying L Ranch) Airport	1
Sce Solar I Heliport	1
Jayena Airfield	2
Khanbumbat Airport	1
Topaz Ranch Heliport	1
Parc Gatineau Seaplane Base	1
Waupun Memorial Hospital Heliport	1
Yarrow Airport	1
Ohio County Airport	1
Mill Creek Airport	1
Cape Cod Airport	1
Sealscott Airport	2
Ultralight Port Ultralightport	1
Ninilchik Airport	1
Whiteriver Airport	2
Wingham (Inglis Field) Airport	1
Poplarville Pearl River County Airport	2
Dreamcatcher Airport	1
Anderson Aerial Spraying Airport	1
Bielsko Biala Airport	5
General Dan C Mills Emergency Heliport	1
Casas Adobes Airpark	1
Pan Lake Strip Airport	3
Roanne-Renaison Airport	1
UCL heliport	1
Saguenay (Harvey) Water Aerodrome	1
Madison Memorial Heliport	1
Tinker Air Force Base	2
Crewe Municipal Airport	1
Powell Hospital Heliport	3
Jolamtra Landing Area Airport	2
Rapoport Ranch Airport	1
[Duplicate] Zaluzani Airport	1
West Wind Heliport	2
Mercer Airfield	2
Mac Millan Restricted Helistop	2
Meadow Creek Airport	2
Mattawan Airpark	2
Kristiansand Heliport, Hospital	1
Frostlanda flygfält	1
Rat Landing Seaplane Base	1
Elkins Field	2
Hodges Airpark	2
Bundaberg Base Hospital Helipad	1
Rocky Ridge Airpark	3
Wichita Valley Airport	2
Puerto Wlches Airport	1
Avon Park Executive Airport	2
Cimarron Municipal Airport	1
Bauru-Arealva Airport	1
Bygyr Airport	3
Tavapats Ranch Airport	1
Playa Pintada Airport	1
Barquisimeto International Airport	1
Boyne Mountain Airport	1
Trident Basin Seaplane Base	3
Hangman Creek Ranch Airport	1
Illini Community Hospital Heliport	1
Haxtun Municipal Airport	1
Nicolaisen Airport	1
Aradzhi Airport	1
Timaru Airport	1
McChord Air Force Base	2
Darst Heliport	1
Heyoka Field	1
Turnpike Nr 1 Heliport	1
Turkey Ridge Airport	1
El Obeid Airport	1
Legacy Medical Center Heliport	1
Glencoe Regional Health Service Heliport	1
Lubec Municipal Airport	1
Hodges Air Field	2
Telfair Wheeler Airport	1
Malad City Airport	1
University of Chicago Hospitals Heliport	1
Bomar Field Shelbyville Municipal Airport	2
Merlo Airport	1
Gould Peterson Municipal Airport	1
Bee Field	2
Marvin Thiel Field	1
Ross Heliport	1
Vlorë Air Base	1
Rancho San Salvador Northeast Airport	1
Wattle Hills Airport	1
Hildebrandt Airport	1
Ione Municipal Airport	1
Fernald Field	2
L M Clayton Airport	5
Godfrey Airport	1
Wsb-Tv Heliport	1
Lorentzen Airport	1
Highmore Municipal Airport	1
Milford "Heliport" (PPR)	1
Corman Air Park	2
Eelde Airport	1
Zonalnoye Airport	1
Victory Field	2
Mountain Airpark	1
Hay Field	3
Holdenville Municipal Airport	1
Walkerton (County of Bruce General Hospital) Heliport	2
Kagoshima Airport	1
Eldorado Airport	1
Fitzgerald Municipal Airport	2
Betsy Johnson Memorial Hospital Heliport	3
Pella Community Hospital Heliport	1
RAF Chailey	1
Destin-Ft Walton Beach Airport	1
Mangrove Mountain Airport	1
Ramada Helistop	1
Clinton Airport	1
Lower Forty Airport	1
Aizpute Airfield	1
Byerley Airport	1
Limon Municipal Airport	1
Montabaur Airfield	1
Slieve Croob Airfield	1
Ghost Ranch Strip	1
Wangaratta Airport	1
San Luis County Regional Airport	2
Webster-Eneboe Airstrip	1
Johnson Fox Field	3
Slocan Community Hospital Helipad	1
Ankeny Regional Airport	3
Fremont County Airport	2
Aeródromo Naturmaz	1
Putz Aero Inc Airport	1
Threshing Bee Airport	1
Craw Daddy Landing Airport	1
Nunapitchuk Airport	1
Stord Airport	1
Philippine Navy Region 5 Rawls-Legazpi Heliport	1
Alliance Health Seminole Heliport	1
Hunt Airport	2
Ridge Airport	1
MidMichigan Health Park Heliport	2
Tri-L Acres Airport	2
Hackettstown Hospital Heliport	2
Coronado Airport	1
Tgp Station 63 Heliport	1
Keneyan Airstrip	1
Chickville Airport	1
Charles B. Wheeler Downtown Airport	1
Hawks Meadow Airport	1
Reigle Field	1
Wilshire Area Heliport	1
Chesterfield Inlet Airport	1
Haukeland Universitetssykehus Heliport	1
Husband Field	1
Beach City Airport	1
Dart Airport	2
Pine Heliport	1
Ware Airport	1
Berg Strip	1
Solberg Hunterdon Airport	1
Alexander the Great International Airport	1
Community Medical Center Nap Heliport	1
Tonga Airport	2
High Valley Swanson Airport	1
Waynesville-St. Robert Regional Forney field	3
Williamsdale Airport	1
Londres/Belén Airport	1
White Mountain Ultralightport	1
Perunad Helipad	1
Glenmar Ranch Airport	1
Holly Lake Ranch Airport	2
Genesis Medical Center - Illini Campus Heliport	1
Weelborg Airport	1
Goleta Valley Community Hospital Heliport	1
Byron Airport	1
Jalgaon Airport	1
Gustin's /Private/ Airport	1
República dos Palmares Heliport	1
Apple 1 Heliport	1
Governor's Island Army Airfield	1
Muxworthy Airport	1
Gorman-Freeman Airport	1
Thies Airport	1
Rhodes Air Ranch Airport	1
Rock Airport	5
Graham Heliport	5
Florida Hospital Winter Garden Heliport	1
Gile Pond Airport	1
Chappell Airport	1
Rigby Jefferson County Airport	1
Kempegowda International Airport	1
Halwara Air Force Station	1
Trussmark Airport	2
Villamil-Mayaguez Mall Heliport	4
Totem Pole Ranch Airport	1
Plant Gorgas Heliport	1
Heffernan Heliport	1
Palmview Police Department	1
South One Ten Airport	2
Merrymeeting Lake Seaplane Base	1
Fazenda Sodema Airport	1
Capri Heliport	1
Johnstone Point Airport	1
Aero Plantation Airport	1
Bellefonte Nuclear Plant Heliport	2
Six Mile Volunteer Fire Department Heliport	1
Ramerth Airport	1
Syracuse Hospital Heliport	2
Fantasy Field Airstrip	3
Muscatine Municipal Airport	1
Buffalo Lancaster Regional Airport	2
Mason Airfield	1
Taildragger Airport	1
Warangal Airport	1
Srigley Field Airstrip	1
Cruz Bay Seaplane Base	2
Kitty-Wompus Airport	1
Nuggs Flying M Airport	2
Toggenburg Farms Airport	1
St Marys Hospital Heliport	3
Freeflight International Airport	1
Arelauquen Heliport	1
Dr. C P Savage Sr. Airport	1
Lorenzos Airstrip	2
Kyle Oakley Field	2
Cel PM Cícero Dantas dos Santos Heliport	1
Lewis Ranch Airport	2
Apalachicola Regional Airport	3
UCH-MHS Memorial Central Heliport	1
Baldwin Base Heliport	1
Lake Ann Airway Estates Airport	1
Mite Airport	1
Green Terrace Heliport	2
Aviation Acres Airport	2
Skypark Airport	4
Manchester Memorial Hospital Heliport	1
Flying Palomino Ranch Airport	1
Jallowal Airport	1
Rozas Airport	1
Usina Açucareira Santo Antônio Airport	1
Strathalbyn Airport	1
Winter Field	1
Kelani-Peliyagoda Seaplane Base	1
Keno Field	1
Dell City Heliport	1
Swinton Smith Field at Reidsville Municipal Airport	1
Rancho San Antonio Airstrip	1
Lower Hay Lake Seaplane Base	1
Potters Field	1
Kovin Airport	1
Iosco County Airport	2
Polícia Federal Curitiba Heliport	1
Bordelon Airpark	1
Redfern Aerodrome	1
White Waltham Airfield	1
Ruston Regional Airport	1
Lost Hills Kern County Airport	1
Collpa Airport	1
Kriewall Strip	1
Fincastle Airport	1
University Pointe Medical Office Building Heliport	2
Griffin's Main Office Heliport	1
Rush Strip	1
Lazy S Farm Airport	2
Mallard Airport	1
Island Airport	1
Allen Ponderosa Heliport	1
Midwest Heliport	2
Southwest Minnesota Regional Airport - Marshall/Ryan Field	1
Ronson 287 Heliport	1
Bryngwyn Bach Airfield	1
Jumbolair-Greystone Airport	1
Susanville Municipal Airport	1
Russell County Airport	1
Hendershot Airport	4
East Side Airport	2
Baltic Heliport	1
Rand Private Airfield	1
Grove Hill Municipal Airport	1
Mercer County Airport	1
Kroelinger Airport	1
Wrens Memorial Airport	1
Gastonia Municipal Airport	2
UN Aviation Heliport	1
Miner's Mesa Heliport	1
Mc Ginness Airport	2
Jerusalem Airport	1
State Garage Site Heliport	2
De Quincy Industrial Airpark	1
Madrid Air Base	1
Windham Airport	3
Pelican Lake Seaplane Base	1
Lake Keystone Seaplane Base	1
Willis Airport	2
Viento y Sol Airstrip	1
Sarzana-Luni Air Base	1
Kasteli Airport	1
Moultrie Municipal Airport	1
Atikokan Municipal Airport	1
Adolfo Suárez Madrid–Barajas Airport	1
Kahuna Bay Airport	1
Great Falls International Airport	1
Tizayuca Airport	2
Philadelphia Seaplane Base	1
Jer-Mar Airpark	2
Mountain Ridge Airport	4
Spanhoe	1
Martin Municipal Airport	1
Coleman A. Young Municipal Airport	1
Chandler Personal Use Airport	1
Twisted JS Airport	2
Charlottetown (Queen Elizabeth Hospital) Heliport	2
Logan-Cache Airport	1
Dennis Ranch Airport	1
Kalyan airstrip	1
Mashhad International Airport	1
Keitzer Field	1
Pocklington Airfield	1
Centreville Airport	1
Bamenda Airport	1
Carbondale-Clifford Airport	1
Mustang Community Airfield	1
Winters Municipal Airport	1
Watercolor Airport	2
Harley White Field	5
Rocky Mount Wilson Regional Airport	1
Tazewell County Airport	2
Taylorville Municipal Airport	1
Evelyn Field	1
Nelson Private Airport	1
Wombleton	2
Grassy Meadows/Sky Ranch Landowners Assn Airport	2
Planeacres Airport	1
Memorial Hospital At Jasper Heliport	2
Perry County Airport	2
Tusquittee Landing Airport	3
Blue Mountain Airport	5
International Falls Customs & Border Patrol Heliport	2
Muddy Run Heliport	1
West Township Airport	1
Barren Creek Field Airport	2
Kistler Ranch Airport	1
Fort Atkinson Memorial Hospital Heliport	2
Fields Airport	2
Don's Place Airpark	1
Turkey Bluff Airport	1
Phantom Three Heliport	2
Toccoa Airport - R.G. Letourneau Field	1
Rangely District Hospital Heliport	1
Lapraka Airfield	1
Frontier Helicopters Heliport	2
Pineridge STOLport	2
Seymour Air Park, Inc. Airport	1
Mantova Airport	1
Henington Airport	1
Henry Valve Company Heliport	2
Melrose Landing Airport	1
Sealand Helipad	1
Albertus Airport	1
Porter Airport	2
Preah Vinhear Airport	1
Wright Farms Airport	1
Manitowaning Seaplane Base	1
Nordman / Phillabaum Heliport	2
Lava Hot Springs Airport	1
Palanquero Airport	1
Wingfoot Lake Airship Operations Balloonport	1
Portland International Jetport Airport	4
Erfurt Airport	1
Panola Medical Center Heliport	3
Downey/Hyde Memorial Airport	1
Rataiczak Airport	1
Bowens Mill Christian Center Airport	1
Garner Airport	1
Integris Clinton Regional Hospital Heliport	1
Seton Hall Heliport	2
Medina Memorial Hospital Heliport	2
Trenton / Mountain View Airport	1
Lager Hammelburg Airport	2
Highland Medical Center Heliport	2
Humboldt Municipal Airport	1
Haven Wood Airport	1
Tribhuvan International Airport	3
Humm Airport	1
Calico Field	1
Carignan/Rivière L’Acadie Water Aerodrome	1
Longwell Airport	1
Crosby Municipal Airport	1
Troop A Headquarters Heliport	1
Campbell County Airport	2
Lee Memorial Hospital Heliport	1
Mee Memorial Hospital Heliport	1
Folmar Airport	1
Lincoln Station Airport	1
Mayo Clinic Heliport	1
Jacumba Airport	1
Kotlik Airport	1
Greene County Airport	1
Clay City Vol. Fire Department Heliport	1
Avonmore Airport	1
Trinca Airport	1
Melville Airstrip	3
Hayfork Airport	1
Nicholson Airport	2
Harrold Airport	1
Dillant Hopkins Airport	1
Wakeman Airport	1
Netherthorpe Airfield	2
Wyeth Pharmaceuticals Heliport	1
Bartlett Field	2
West Park Hospital Heliport	1
Chuck West Memorial Heliport	1
Eliott Barrow Airport	1
Ralph Wien Memorial Airport	1
Estancia Municipal Airport	2
Honey Acres Airport	1
Pine Mountain Lake Airport	1
Landry's Seafood House Heliport	1
Kandahar Airport	1
Hamilton County Sheriff's Patrol Heliport	1
Belfair Airport	2
Fountainhead Lodge Airpark	1
Witherspoons Airport	1
Hinde Airport	1
K. Coffey Residence Helipad	2
Brigham Heliport	1
Mud Lake/West Jefferson County/ Airport	1
Boston Medical Center Hospital Heliport	1
Lux Strip	1
Le Roy Airport	1
RAF Lakenheath	1
Paramount Air Airport	1
Farm Strip	3
Papa John's Headquarters Heliport	2
Isley Airport	1
Schlemmer Airport	1
Roseland Rescue Squad Heliport	3
Bottoms Brothers Airport	1
RAF Honington	1
Thicket Portage Airport	2
Banff - Mineral Springs Hospital Helipad	1
Houston Municipal Airport	1
Bowles Airport	1
Eastover Air Ranch Airport	1
Oak Grove Farm Airport	2
West Guilford/Redstone Lake Water Aerodrome	2
Derby Airfield	1
Byrne Field	2
Žabljak Airport	1
Twin County Airport	2
Apalachee Bluff Airpark	1
Young's Strip	1
Yampa Valley Airport	1
Wold Lodge Airstrip	3
Shanghai Pudong International Airport	1
Moriarty Airport	1
Finger Lakes Regional Airport	2
Pagel's Field	2
Lebong Helipad	1
Crop Care Airport	2
Coker Hill Heliport	1
RAF Thorney Island	2
Godos Airport	1
Harts Field	1
Dry Pond Seaplane Base	1
Falcon State Airport	1
Pilots Rest Airport	1
High Hopes Airport	1
Twisp Municipal Airport	4
Davenport Municipal Airport	3
Norris Field	1
Farver Field	1
Murphy Field	1
Murray Bridge Airport	1
Peterson Field	1
Williamson ARH Hospital Heliport	1
Yola Airport	1
Huntsville Field	1
Drayton Municipal Airport	1
Finca 45 Airport	1
Iroquois Landing Seaplane Base	2
Steele Airport	1
Bethlehem Energy Center Heliport	2
Ramstein Air Base	2
Clinton Memorial Airport	2
Jonava Airport	1
Khandwa Airport	1
Atlantic City Country Club Helistop	1
Vaughn Municipal Airport	2
Harold K. Wells Airport	1
Wycombe Air Park	2
Reading Regional Carl A Spaatz Field	1
Department of Transportation Heliport	1
Swakopmund Airport	1
Twin City Hospital Heliport	1
Montreal / Longueuil (Centre Hospitalier Pierre-Boucher) Heliport	1
Hôtel La Coquillade Heliport	1
Aviosuperficie Renzo Storai	1
Willard Field	1
Kallander Field	1
The Villages Heliport	1
Healdton Municipal Airport	1
Atlantic County Helistop	5
William Robert Johnston Municipal Airport	1
Jones Farm Field	2
[Duplicate] Skegness Airfield	1
Penrose Hospital Heliport	1
Bay Minette Municipal Airport	1
Philadelphia International Airport	1
Basanth Nagar Airport	1
San Diego International Airport	1
Lindsay Municipal Airport	1
Adak Airport	1
Cedars-Sinai Medical Center Heliport	1
Jim Hogg County Airport	1
Industriepark Hoechst Helipad	2
Wipperfürth-Neye Airport	1
Bird Nest Airport	1
Merritt Island Airport	1
Suzie Field	1
Maganey Airstrip	2
Kota Airport	1
San Ramón Airport	1
Doyle's Airport	2
Custer State Park Airport	1
Sibbernsen Airport	1
Shellbrook Airport	1
Nevers-Fourchambault Airport	1
Richmond Field	4
Masalembo Airport	1
Contamana Airport	1
Casselton Robert Miller Regional Airport	1
Goodspeed Airport	2
Bitburg Airport	1
Sanya Phoenix International Airport	1
R and R Airport	1
East Hartford Airport	3
Grass Land Air Field	1
Oakwood Southshore Medical Center Heliport	2
Mackay Ranch Airport	1
Sakakawea Medical Center Heliport	1
Grand Forks Air Force Base	1
Montélimar - Ancône Airport	1
Jablonski Airport	1
Heidelberg Army Heliport	1
Altomünster ULM	1
Sunbelt Strip	1
Krens Farm Airport	1
Johan Adolf Pengel International Airport	5
Brownfield Regional Medical Center Heliport	1
Dean Kamen Heliport	1
Northwest Alabama Regional Airport	1
Oaksey Park Airport	1
Kennett Memorial Airport	1
Walters Airport	2
Air Estates Inc Airport	1
Spilve Aerodrome	1
Lennart Meri Tallinn Airport	1
Indiantown Airport	1
Clearfield Lawrence Airport	2
Aviosuperficie Torre Foghe	1
Toussaint Airpark	1
Robotek Airport	1
Wilson Creek Airport	1
Cherry Valley Airport	2
Midwestern Regional Medical Center Heliport	2
San Augustine County Airport	1
Vinland Valley Aerodrome	1
Ibm Owego Heliport	1
Hop House Airpark	1
Fox Hollow Airport	1
Bluffton Airport	1
Winters Field	3
MoD Boscombe Down Airport	1
B and S Farms Airfield	4
Industrial Airpark	1
Princeville Airport	1
Kirkwood Airpark	1
Marion County Airport	2
Huntington Beach Service Center Heliport	1
Mitchell Airport	1
Louise Municipal Airport	1
Tanner Medical Center/Villa Rica Heliport	1
Chamberlain Brothers Ranch Airport	1
Miami Roberts County Airport	1
Malé International Airport	1
Tri City Airport	1
Worth Airport	1
Manchester Airport	3
Syracuse Hamilton County Municipal Airport	1
Marmande-Virazeil Airport	1
Birchfield Ranch Airport	1
Watervliet Municipal Airport	1
Nain Airstrip	1
Hospital Alejandro Otero Lopez Heliport	1
M. Graham Clark Downtown Airport	2
Reedville Airport	3
Vassar Field	3
Dublin Municipal Airport	2
Minaki Airport	1
Lakefield Airport	1
Metropolitan Business Center Heliport	1
Stromsburg Municipal Airport	1
Phu Cat Airport	1
River Field	1
J&J Airport	1
Parker Airport	1
Cliff Dow Airport	3
Carey Lake Seaplane Base	2
Lawrence Memorial Heliport	1
Cisco Municipal Airport	2
Lake Anna Airport	3
